rank,personName,age,country,source,industries,title,finalWorth,gender,birthDate
278,Jean-Michel Besnier,56,France,Cheese,['Food & Beverage'],,8900.0,M,-81302400000
278,Marie Besnier Beauvalot,43,France,Cheese,['Food & Beverage'],,8900.0,F,333763200000
278,"Ernest Garcia, II.",66,United States,Used cars,['Automotive'],,8900.0,M,-398131200000
278,Ivan Glasenberg,67,Switzerland,Mining,['Metals & Mining'],,8900.0,M,-409708800000
278,Robert Rowling,70,United States,"Hotels, investments",['Service'],,8900.0,M,-513302400000
278,"Jacques Saadé, Jr.",52,France,Shipping,['Logistics'],,8900.0,M,50630400000
278,Rodolphe Saadé,54,France,Shipping,['Logistics'],Chairman and CEO,8900.0,M,5270400000
278,Tanya Saadé Zeenny,56,France,Shipping,['Logistics'],,8900.0,F,-60480000000
278,Carlos Alberto Sicupira & family,76,Switzerland,Beer,['Food & Beverage'],,8900.0,M,-694310400000
287,Alexander Otto,56,Germany,Real estate,['Real Estate'],,8800.0,M,-78537600000
287,Quek Leng Chan,82,Malaysia,"Banking, property",['Diversified'],,8800.0,M,-895881600000
287,Nassef Sawiris,63,Egypt,"Construction, investments",['Construction & Engineering'],,8800.0,M,-282441600000
287,Sun Piaoyang,65,China,Pharmaceuticals,['Healthcare'],,8800.0,M,-357696000000
287,Wang Xing,45,China,Food delivery,['Technology'],,8800.0,M,288144000000
292,Orlando Bravo,53,United States,Private equity,['Finance & Investments'],,8700.0,M,22896000000
292,Ken Fisher,73,United States,Money management,['Finance & Investments'],,8700.0,M,-602467200000
292,Ken Langone,88,United States,Investments,['Finance & Investments'],,8700.0,M,-1082246400000
295,Piero Ferrari,78,Italy,Automobiles,['Automotive'],,8600.0,M,-776736000000
295,Liu Hanyuan,60,China,"Agribusiness, new energy",['Food & Beverage'],,8600.0,M,-189388800000
295,Zhang Congyuan,76,Taiwan,Shoes,['Fashion & Retail'],,8600.0,M,-694310400000
298,Carl Bennet,72,Sweden,Investments,['Finance & Investments'],,8500.0,M,-579744000000
298,Rekha Jhunjhunwala,60,India,Investments,['Finance & Investments'],,8500.0,F,-198979200000
298,German Khan,62,Russia,"Oil, banking, telecom",['Energy'],,8500.0,M,-258422400000
298,Pang Kang,68,China,Soy sauce,['Food & Beverage'],,8500.0,M,-440294400000
298,Joseph Tsai,60,Hong Kong,E-commerce,['Technology'],,8500.0,M,-187833600000
298,Eric Wittouck,77,Monaco,Investments,['Finance & Investments'],,8500.0,M,-733795200000
304,Arthur Blank,81,United States,Home Depot,['Sports'],Chairman,8400.0,M,-860371200000
304,Josh Harris,59,United States,Private equity,['Finance & Investments'],,8400.0,M,-158025600000
304,Li Xiang,42,China,Electric vehicles,['Automotive'],,8400.0,M,370742400000
304,Sri Prakash Lohia,71,United Kingdom,Petrochemicals,['Manufacturing'],,8400.0,M,-548812800000
308,Iskander Makhmudov,60,Russia,"Mining, metals, machinery",['Metals & Mining'],,8300.0,M,-191721600000
308,Steven Rales,73,United States,"Manufacturing, investments",['Manufacturing'],Chairman,8300.0,M,-591926400000
308,David Shaw,73,United States,Hedge funds,['Finance & Investments'],Founder,8300.0,M,-592099200000
308,Ivar Tollefsen,62,Norway,Real estate,['Real Estate'],,8300.0,M,-269049600000
312,Francis Choi,76,Hong Kong,Real estate,['Real Estate'],,8200.0,M,-703382400000
312,Elisabeth DeLuca & family,76,United States,Subway,['Food & Beverage'],,8200.0,F,-708134400000
312,Fredrik Lundberg,72,Sweden,"Real estate, investments",['Real Estate'],,8200.0,M,-580953600000
312,Ronda Stryker,69,United States,Medical equipment,['Healthcare'],,8200.0,F,-494553600000
312,Richard White,69,Australia,Software,['Technology'],,8200.0,M,-465609600000
317,Alejandro Baillères Gual & family,63,Mexico,Diversified,['Diversified'],,8100.0,M,-283996800000
317,"Paul Tudor Jones, II.",69,United States,Hedge funds,['Finance & Investments'],Founder,8100.0,M,-481593600000
317,Richard Kinder,79,United States,Pipelines,['Energy'],Chairman and CEO,8100.0,M,-795312000000
317,Michael Otto,80,Germany,"Retail, real estate",['Fashion & Retail'],,8100.0,M,-843350400000
317,Leonard Stern,86,United States,Real estate,['Real Estate'],Chairman and CEO,8100.0,M,-1002412800000
322,Micky Arison,74,United States,Carnival Cruises,['Service'],Chairman and CEO,8000.0,M,-647222400000
322,Alain Bouchard,75,Canada,Convinience stores,['Fashion & Retail'],Chairman and CEO,8000.0,M,-658540800000
322,Chen Bang,58,China,Hospitals,['Healthcare'],,8000.0,M,-136771200000
322,Rocco Commisso,74,United States,Telecom,['Telecom'],,8000.0,M,-634348800000
322,David Geffen,81,United States,"Movies, record labels",['Media & Entertainment'],Cofounder,8000.0,M,-847670400000
322,Jimmy Haslam,70,United States,"Gas stations, retail",['Fashion & Retail'],CEO,8000.0,M,-499132800000
322,Zheng Shuliang & family,78,China,Aluminum products,['Metals & Mining'],,8000.0,F,-757382400000
329,Michael Herz,80,Germany,Coffee,['Fashion & Retail'],,7900.0,M,-828748800000
329,Wolfgang Herz,73,Germany,Coffee,['Fashion & Retail'],,7900.0,M,-599616000000
329,Xu Shihui,66,China,"Snacks, beverages",['Food & Beverage'],,7900.0,M,-378691200000
332,Tamara Gustavson,62,United States,Self storage,['Service'],,7800.0,F,-256435200000
332,Guillaume Pousaz,42,United Kingdom,Fintech,['Finance & Investments'],,7800.0,M,366681600000
334,John Brown,89,United States,Medical equipment,['Healthcare'],,7700.0,M,-1113868800000
334,Hasmukh Chudgar & family,90,India,Pharmaceuticals,['Healthcare'],,7700.0,M,-1145059200000
334,Jaime Gilinski Bacal,66,United Kingdom,Banking,['Finance & Investments'],Investor,7700.0,M,-380246400000
334,Bruce Kovner,79,United States,Hedge funds,['Finance & Investments'],Founder,7700.0,M,-784166400000
334,Law Kar Po,75,Hong Kong,Real estate,['Real Estate'],,7700.0,M,-675820800000
334,Igor Olenicoff,81,United States,Real estate,['Real Estate'],,7700.0,M,-860976000000
334,Pavel Tykac,59,Czech Republic,Coal mines,['Metals & Mining'],,7700.0,M,-177724800000
334,Anthony von Mandl,74,Canada,Alcoholic beverages,['Food & Beverage'],,7700.0,M,-625276800000
334,Randa Duncan Williams,62,United States,Pipelines,['Energy'],Non-Executive Chairman of the Board,7700.0,F,-263347200000
334,Zhong Huijuan,63,China,Pharmaceuticals,['Healthcare'],,7700.0,F,-283996800000
344,Dannine Avara,60,United States,Pipelines,['Energy'],,7600.0,F,-183513600000
344,Charles Butt,86,United States,Supermarkets,['Fashion & Retail'],,7600.0,M,-1006992000000
344,Scott Duncan,41,United States,Pipelines,['Energy'],,7600.0,M,404956800000
344,Milane Frantz,54,United States,Pipelines,['Energy'],,7600.0,F,-12268800000
344,Thomas Hagen & family,88,United States,Insurance,['Finance & Investments'],,7600.0,M,-1073001600000
344,Massimiliana Landini Aleotti & family,81,Italy,Pharmaceuticals,['Healthcare'],,7600.0,F,-852076800000
344,Fernando Roberto Moreira Salles,77,Brazil,"Banking, minerals",['Diversified'],,7600.0,M,-744595200000
344,David Steward,72,United States,IT provider,['Technology'],,7600.0,M,-583891200000
344,Wang Liping & family,58,China,Hydraulic machinery,['Manufacturing'],,7600.0,M,-121564800000
344,M.A. Yusuff Ali,68,United Arab Emirates,Retail,['Fashion & Retail'],,7600.0,M,-445910400000
354,Anthony Bamford & family,78,United Kingdom,Construction equipment,['Construction & Engineering'],,7500.0,M,-763430400000
354,Terry Gou,73,Taiwan,Electronics,['Technology'],,7500.0,M,-606096000000
354,Jeff Greene,69,United States,"Real estate, investments",['Real Estate'],,7500.0,M,-475286400000
354,Peter Thiel,56,United States,"Facebook, investments",['Finance & Investments'],Investor,7500.0,M,-70243200000
358,Tatyana Bakalchuk,48,Russia,Ecommerce,['Fashion & Retail'],,7400.0,F,182649600000
358,Juergen Blickle,77,Germany,Auto parts,['Manufacturing'],,7400.0,M,-725846400000
358,Judy Faulkner,80,United States,Healthcare software,['Technology'],Founder & CEO,7400.0,F,-833760000000
358,Jonathan Gray,54,United States,Investments,['Finance & Investments'],,7400.0,M,2937600000
358,Don Hankey,80,United States,Auto loans,['Finance & Investments'],Chairman,7400.0,M,-837993600000
358,Niels Peter Louis-Hansen,76,Denmark,Medical devices,['Healthcare'],,7400.0,M,-700185600000
364,Pauline MacMillan Keinath,90,United States,Cargill,['Food & Beverage'],,7300.0,F,-1136073600000
364,John Overdeck,54,United States,Hedge funds,['Finance & Investments'],Co-Founder & Co-Chairman,7300.0,M,-950400000
364,Frederik Paulsen,73,Switzerland,Health care,['Healthcare'],,7300.0,M,-605059200000
364,Jean Salata,58,Hong Kong,Finance,['Finance & Investments'],,7300.0,M,-128908800000
364,Luis Carlos Sarmiento,91,Colombia,Banking,['Finance & Investments'],,7300.0,M,-1165363200000
364,Reinhold Schmieding,69,United States,Medical devices,['Healthcare'],,7300.0,M,-473212800000
364,Seo Jung-jin,66,South Korea,Biotech,['Healthcare'],,7300.0,M,-384739200000
364,David Siegel,62,United States,Hedge funds,['Finance & Investments'],Co-Founder & Co-Chairman,7300.0,M,-267148800000
364,Charles Simonyi,75,United States,Microsoft,['Technology'],,7300.0,M,-672451200000
373,Stephen Bisciotti,63,United States,"Staffing, Baltimore Ravens",['Sports'],Owner,7200.0,M,-306979200000
373,John Collison,33,United States,Payment software,['Technology'],Cofounder,7200.0,M,649900800000
373,Patrick Collison,35,United States,Payment software,['Technology'],Cofounder,7200.0,M,589766400000
373,Andreas Halvorsen,62,United States,Hedge funds,['Finance & Investments'],Investor,7200.0,M,-274320000000
373,Ray Lee Hunt,80,United States,"Oil, real estate",['Energy'],,7200.0,M,-843868800000
373,Nathan Kirsh,92,Eswatini (Swaziland),"Retail, real estate",['Fashion & Retail'],,7200.0,M,-1198800000000
373,Douglas Leone,66,United States,Venture capital,['Finance & Investments'],Partner,7200.0,M,-394329600000
373,Philip Ng,65,Singapore,Real Estate,['Real Estate'],,7200.0,M,-347155200000
373,Finn Rausing,69,United Kingdom,Packaging,['Food & Beverage'],,7200.0,M,-473385600000
373,Jorn Rausing,64,United Kingdom,Packaging,['Food & Beverage'],,7200.0,M,-315619200000
373,Kirsten Rausing,71,United Kingdom,Packaging,['Food & Beverage'],,7200.0,F,-554515200000
373,"Robert Rich, Jr.",83,United States,Frozen foods,['Food & Beverage'],,7200.0,M,-913075200000
385,Johann Graf,77,Austria,Gambling,['Gambling & Casinos'],,7100.0,M,-725673600000
385,Pedro Moreira Salles,64,Brazil,"Banking, minerals",['Diversified'],,7100.0,M,-321926400000
385,Robert Ng,72,Singapore,Real estate,['Real Estate'],,7100.0,M,-568080000000
385,"Edward Roski, Jr.",85,United States,Real estate,['Real Estate'],President and Chairman,7100.0,M,-978912000000
385,Nadia Thiele,48,Germany,Investments,['Finance & Investments'],,7100.0,F,189820800000
385,Wang Yusuo & family,60,China,Natural gas distribution,['Energy'],,7100.0,M,-183340800000
391,Edythe Broad & family,88,United States,"Homebuilding, insurance",['Diversified'],,7000.0,F,-1073001600000
391,Gopikishan Damani,66,India,"Retail, investments",['Fashion & Retail'],,7000.0,M,-378691200000
391,Arthur Dantchik,66,United States,"Trading, investments",['Finance & Investments'],,7000.0,M,-381888000000
391,Thomas Schmidheiny,78,Switzerland,Cement,['Construction & Engineering'],,7000.0,M,-758678400000
391,Sergio Stevanato & family,81,Italy,Medical packaging,['Healthcare'],,7000.0,M,-845337600000
391,Viktor Vekselberg,66,Russia,"Metals, investments",['Diversified'],,7000.0,M,-401328000000
391,Dennis Washington,89,United States,"Construction, mining",['Logistics'],,7000.0,M,-1118188800000
398,John Grayken,67,United Kingdom,Private equity,['Finance & Investments'],Investor,6900.0,M,-428716800000
398,Viktor Kharitonin,51,Russia,Pharmaceuticals,['Healthcare'],,6900.0,M,91065600000
398,Tobi Lutke,43,Canada,E-commerce,['Technology'],,6900.0,M,332553600000
398,Stefano Pessina,82,Monaco,Drugstores,['Fashion & Retail'],,6900.0,M,-901843200000
398,Michal Solowow,61,Poland,Investments,['Finance & Investments'],,6900.0,M,-235958400000
403,Benu Gopal Bangur,92,India,Cement,['Manufacturing'],,6800.0,M,-1217721600000
403,Bert Beveridge,62,United States,Vodka,['Food & Beverage'],,6800.0,M,-252460800000
403,Lin Muqin & family,60,China,Beverages,['Food & Beverage'],,6800.0,M,-189388800000
403,Terrence Pegula,73,United States,Natural gas,['Energy'],Owner,6800.0,M,-592272000000
403,Wang Laisheng,59,China,Electronics components,['Technology'],,6800.0,M,-159321600000
403,Chip Wilson,67,Canada,Lululemon,['Fashion & Retail'],Chairman,6800.0,M,-410227200000
409,Mike Adenuga,70,Nigeria,"Telecom, oil",['Diversified'],,6700.0,M,-526262400000
409,Vinod Khosla,69,United States,"Sun Microsystems, venture capital",['Technology'],Investor,6700.0,M,-471052800000
409,Vikram Lal & family,82,India,Motorcycles,['Automotive'],,6700.0,M,-878169600000
409,Thomas Pritzker,73,United States,"Hotels, investments",['Finance & Investments'],Executive Chairman,6700.0,M,-617673600000
409,Andrei Skoch & family,58,Russia,Metals and mining,['Metals & Mining'],,6700.0,M,-123724800000
409,Lynsi Snyder,41,United States,In-N-Out Burger,['Food & Beverage'],,6700.0,F,389404800000
409,George Soros,93,United States,Hedge funds,['Finance & Investments'],Founder,6700.0,M,-1243036800000
409,Radovan Vitek,52,Switzerland,Real estate,['Real Estate'],,6700.0,M,41126400000
417,Jason Chang,79,Taiwan,Electronics,['Technology'],,6600.0,M,-810086400000
417,Chen Jianhua,53,China,Chemicals,['Manufacturing'],,6600.0,M,31536000000
417,Andre Esteves,55,Brazil,Banking,['Finance & Investments'],,6600.0,M,-46483200000
417,Alexei Kuzmichev,61,France,"Oil, banking, telecom",['Energy'],,6600.0,M,-227664000000
417,Alain Merieux & family,86,France,Pharmaceuticals,['Healthcare'],,6600.0,M,-1009843200000
417,Kerry Stokes,83,Australia,"Construction equipment, media",['Diversified'],,6600.0,M,-924652800000
417,Wang Laichun,56,China,Electronics components,['Technology'],Co-Founder & Chairwoman,6600.0,F,-81475200000
424,Sofie Kirk Kristiansen,48,Denmark,Lego,['Manufacturing'],,6500.0,F,189302400000
424,Thomas Kirk Kristiansen,45,Denmark,Lego,['Manufacturing'],,6500.0,M,283996800000
424,Frank Lowy,93,Israel,Investments,['Finance & Investments'],,6500.0,M,-1236902400000
424,Joe Mansueto,67,United States,Investment research,['Finance & Investments'],Chairman and CEO,6500.0,M,-420595200000
424,Michael Milken,77,United States,Investments,['Finance & Investments'],,6500.0,M,-741484800000
424,Marc Rowan,61,United States,Private equity,['Finance & Investments'],,6500.0,M,-232588800000
424,Mark Stevens,64,United States,Venture capital,['Finance & Investments'],,6500.0,M,-311558400000
424,Agnete Kirk Thinggaard,40,Denmark,Lego,['Manufacturing'],,6500.0,F,422064000000
432,Alexander Abramov,65,Russia,"Steel, mining",['Metals & Mining'],,6400.0,M,-342835200000
432,Maria Angelicoussis,42,Greece,Shipping,['Logistics'],,6400.0,F,382838400000
432,Patrizio Bertelli,78,Italy,Luxury goods,['Fashion & Retail'],,6400.0,M,-757382400000
432,Rahel Blocher,48,Switzerland,Chemicals,['Manufacturing'],,6400.0,F,189302400000
432,David Bonderman,81,United States,Private equity,['Finance & Investments'],,6400.0,M,-855100800000
432,Scott Cook,71,United States,Software,['Technology'],,6400.0,M,-550195200000
432,Carl Douglas,62,Sweden,Investments,['Diversified'],,6400.0,M,-273283200000
432,Eric Douglas,55,Sweden,Investments,['Diversified'],,6400.0,M,-52704000000
432,Dan Friedkin,59,United States,Toyota dealerships,['Automotive'],owner and ceo,6400.0,M,-152841600000
432,Annette Lerner & family,94,United States,Real estate,['Real Estate'],,6400.0,F,-1257379200000
432,Rudolf Maag,78,Switzerland,Medical devices,['Healthcare'],,6400.0,M,-754790400000
432,Wolfgang Marguerre & family,82,Germany,Pharmaceuticals,['Healthcare'],,6400.0,M,-901843200000
432,Magdalena Martullo-Blocher,55,Switzerland,Chemicals,['Manufacturing'],,6400.0,F,-31536000000
432,Robert Pera,46,United States,Wireless networking,['Technology'],Chief Executive Officer,6400.0,M,258336000000
432,Miuccia Prada,74,Italy,Luxury goods,['Fashion & Retail'],"CEO, Fashion Designer",6400.0,F,-651542400000
432,Gary Rollins & family,79,United States,Pest control,['Service'],,6400.0,M,-799632000000
432,Dmitry Rybolovlev & family,57,Monaco,Fertilizer,['Manufacturing'],,6400.0,M,-98150400000
432,Teddy Sagi,52,Israel,Gambling software,['Gambling & Casinos'],,6400.0,M,57801600000
432,Helmut Sohmen,84,Hong Kong,Shipping,['Logistics'],,6400.0,M,-948672000000
432,Takahisa Takahara,62,Japan,Personal care goods,['Fashion & Retail'],,6400.0,M,-267408000000
432,Maximilian Viessmann,35,Germany,"Heating, cooling equipment",['Manufacturing'],,6400.0,M,603158400000
453,Maria Asuncion Aramburuzabala & family,60,Mexico,"Beer, investments",['Food & Beverage'],,6300.0,F,-210470400000
453,Alexandre Behring,57,United States,Investments,['Finance & Investments'],,6300.0,M,-90374400000
453,Neil Bluhm,86,United States,Real estate,['Real Estate'],,6300.0,M,-1008892800000
453,Cao Renxian,55,China,Photovoltaic equipment,['Energy'],Chief Executive Officer,6300.0,M,-45446400000
453,Cho Jung-ho,65,South Korea,Finance,['Finance & Investments'],,6300.0,M,-354758400000
453,Ding Shizhong,53,China,Sports apparel,['Fashion & Retail'],,6300.0,M,28857600000
453,Marcos Galperin,,Argentina,E-commerce,['Technology'],,6300.0,M,
453,Arthur Irving,93,Canada,Oil,['Energy'],,6300.0,M,-1245542400000
453,Michael Kadoorie,82,Hong Kong,"Hotels, energy",['Energy'],,6300.0,M,-897955200000
453,Joe Lewis,87,United States,Investments,['Finance & Investments'],,6300.0,M,-1038355200000
453,Ma Jianrong,60,China,"Textiles, apparel",['Fashion & Retail'],,6300.0,M,-189388800000
453,Pierre Omidyar,56,United States,"EBay, PayPal",['Technology'],Founder,6300.0,M,-79920000000
453,Qi Shi & family,54,China,Financial information,['Technology'],,6300.0,M,172800000
453,Don Vultaggio & family,72,United States,Beverages,['Food & Beverage'],,6300.0,M,-563241600000
453,Wang Jianlin,69,China,Real estate,['Real Estate'],Chairman,6300.0,M,-481334400000
453,Stef Wertheimer & family,97,Israel,Metalworking tools,['Manufacturing'],,6300.0,M,-1371600000000
469,Dona Bertarelli,56,Switzerland,Biotech and investments,['Healthcare'],,6200.0,F,-63158400000
469,Murali Divi & family,73,India,Pharmaceuticals,['Healthcare'],,6200.0,M,-593136000000
